amenities_id,amenities_description,amenities_score
443,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",34
444,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",33
445,"['Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",32
446,"['Dryer', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",34
447,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",33
448,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",32
449,"['Dryer', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",31
450,"['Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",32
451,"['Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",31
452,"['Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",30
453,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",30
454,"['Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",29
455,"['Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",28
456,"['Dryer', 'Essentials', 'Kitchen', 'Washer', 'Wireless Internet']",33
457,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Wireless Internet']",32
458,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Wireless Internet']",31
459,"['Dryer', 'Essentials', 'Kitchen', 'TV', 'Wireless Internet']",30
460,"['Essentials', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",31
461,"['Essentials', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",30
462,"['Essentials', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",29
463,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",29
464,"['Essentials', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",28
465,"['Essentials', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",27
466,"['Dryer', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",30
467,"['Dryer', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",29
468,"['Dryer', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",28
469,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",28
470,"['Dryer', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",27
471,"['Dryer', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",26
472,"['Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",27
473,"['Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",26
474,"['Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",25
475,"['Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",24
476,"['Dryer', 'Essentials', 'Smoke Detector', 'Washer', 'Wireless Internet']",32
477,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'Wireless Internet']",31
478,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",30
479,"['Dryer', 'Essentials', 'Smoke Detector', 'TV', 'Wireless Internet']",29
480,"['Essentials', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",30
481,"['Essentials', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",29
482,"['Essentials', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",28
483,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",28
484,"['Essentials', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",27
485,"['Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",26
486,"['Dryer', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",29
487,"['Dryer', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",28
488,"['Dryer', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",27
489,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",27
490,"['Dryer', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",26
491,"['Dryer', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",25
492,"['Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",26
493,"['Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",25
494,"['Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",24
495,"['Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",23
496,"['Dryer', 'Essentials', 'Internet', 'Washer', 'Wireless Internet']",28
497,"['Dryer', 'Essentials', 'Shampoo', 'Washer', 'Wireless Internet']",27
498,"['Dryer', 'Essentials', 'TV', 'Washer', 'Wireless Internet']",26
499,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Wireless Internet']",26
500,"['Dryer', 'Essentials', 'Internet', 'TV', 'Wireless Internet']",25
501,"['Dryer', 'Essentials', 'Shampoo', 'TV', 'Wireless Internet']",24
502,"['Essentials', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",25
503,"['Essentials', 'Internet', 'TV', 'Washer', 'Wireless Internet']",24
504,"['Essentials', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",23
505,"['Essentials', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",22
506,"['Dryer', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",24
507,"['Dryer', 'Internet', 'TV', 'Washer', 'Wireless Internet']",23
508,"['Dryer', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",22
509,"['Dryer', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",21
510,"['Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",20
511,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector']",35
512,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer']",34
513,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector']",33
514,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector']",32
515,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV']",31
516,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer']",33
517,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector']",32
518,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector']",31
519,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'TV']",30
520,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",31
521,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",30
522,"['Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",29
523,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",29
524,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",28
525,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",27
526,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Washer']",32
527,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen']",31
528,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo']",30
529,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'TV']",29
530,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Washer']",30
531,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Washer']",29
532,"['Essentials', 'Heating', 'Kitchen', 'TV', 'Washer']",28
533,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo']",28
534,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'TV']",27
535,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV']",26
536,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Washer']",29
537,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Washer']",28
538,"['Dryer', 'Heating', 'Kitchen', 'TV', 'Washer']",27
539,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo']",27
540,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'TV']",26
541,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'TV']",25
542,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",26
543,"['Heating', 'Internet', 'Kitchen', 'TV', 'Washer']",25
544,"['Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer']",24
545,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV']",23
546,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'Washer']",31
547,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector']",30
548,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector']",29
549,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'TV']",28
550,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'Washer']",29
551,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer']",28
552,"['Essentials', 'Heating', 'Smoke Detector', 'TV', 'Washer']",27
553,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector']",27
554,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV']",26
555,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV']",25
556,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'Washer']",28
557,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer']",27
558,"['Dryer', 'Heating', 'Smoke Detector', 'TV', 'Washer']",26
559,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector']",26
560,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'TV']",25
561,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'TV']",24
562,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",25
563,"['Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer']",24
564,"['Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",23
565,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",22
566,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Washer']",27
567,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Washer']",26
568,"['Dryer', 'Essentials', 'Heating', 'TV', 'Washer']",25
569,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo']",25
570,"['Dryer', 'Essentials', 'Heating', 'Internet', 'TV']",24
571,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'TV']",23
572,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Washer']",24
573,"['Essentials', 'Heating', 'Internet', 'TV', 'Washer']",23
574,"['Essentials', 'Heating', 'Shampoo', 'TV', 'Washer']",22
575,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'TV']",21
576,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Washer']",23
577,"['Dryer', 'Heating', 'Internet', 'TV', 'Washer']",22
578,"['Dryer', 'Heating', 'Shampoo', 'TV', 'Washer']",21
579,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'TV']",20
580,"['Heating', 'Internet', 'Shampoo', 'TV', 'Washer']",19
581,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'Washer']",30
582,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector']",29
583,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector']",28
584,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'TV']",27
585,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",28
586,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",27
587,"['Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",26
588,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",26
589,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",25
590,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",24
591,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",27
592,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",26
593,"['Dryer', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",25
594,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",25
595,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",24
596,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",23
597,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",24
598,"['Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",23
599,"['Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",22
600,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",21
601,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Washer']",26
602,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Washer']",25
603,"['Dryer', 'Essentials', 'Kitchen', 'TV', 'Washer']",24
604,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo']",24
605,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'TV']",23
606,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'TV']",22
607,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",23
608,"['Essentials', 'Internet', 'Kitchen', 'TV', 'Washer']",22
609,"['Essentials', 'Kitchen', 'Shampoo', 'TV', 'Washer']",21
610,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV']",20
611,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",22
612,"['Dryer', 'Internet', 'Kitchen', 'TV', 'Washer']",21
613,"['Dryer', 'Kitchen', 'Shampoo', 'TV', 'Washer']",20
614,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'TV']",19
615,"['Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",18
616,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'Washer']",25
617,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'Washer']",24
618,"['Dryer', 'Essentials', 'Smoke Detector', 'TV', 'Washer']",23
619,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector']",23
620,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'TV']",22
621,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'TV']",21
622,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",22
623,"['Essentials', 'Internet', 'Smoke Detector', 'TV', 'Washer']",21
624,"['Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",20
625,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",19
626,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",21
627,"['Dryer', 'Internet', 'Smoke Detector', 'TV', 'Washer']",20
628,"['Dryer', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",19
629,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",18
630,"['Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",17
631,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Washer']",20
632,"['Dryer', 'Essentials', 'Internet', 'TV', 'Washer']",19
633,"['Dryer', 'Essentials', 'Shampoo', 'TV', 'Washer']",18
634,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'TV']",17
635,"['Essentials', 'Internet', 'Shampoo', 'TV', 'Washer']",16
636,"['Dryer', 'Internet', 'Shampoo', 'TV', 'Washer']",15
637,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",45
638,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",44
639,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",43
640,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",42
641,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",41
642,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",43
643,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",42
644,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",41
645,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",40
646,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",41
647,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",40
648,"['Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",39
649,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",39
650,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",38
651,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",37
652,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Washer', 'Wireless Internet']",42
653,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Wireless Internet']",41
654,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Wireless Internet']",40
655,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'TV', 'Wireless Internet']",39
656,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",40
657,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",39
658,"['Essentials', 'Heating', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",38
659,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",38
660,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",37
661,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",36
662,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",39
663,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",38
664,"['Dryer', 'Heating', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",37
665,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",37
666,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",36
667,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",35
668,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",36
669,"['Heating', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",35
670,"['Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",34
671,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",33
672,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'Washer', 'Wireless Internet']",41
673,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'Wireless Internet']",40
674,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",39
675,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'TV', 'Wireless Internet']",38
676,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",39
677,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",38
678,"['Essentials', 'Heating', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",37
679,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",37
680,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",36
681,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",35
682,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",38
683,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",37
684,"['Dryer', 'Heating', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",36
685,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",36
686,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",35
687,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",34
688,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",35
689,"['Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",34
690,"['Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",33
691,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",32
692,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Washer', 'Wireless Internet']",37
693,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Washer', 'Wireless Internet']",36
694,"['Dryer', 'Essentials', 'Heating', 'TV', 'Washer', 'Wireless Internet']",35
695,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Wireless Internet']",35
696,"['Dryer', 'Essentials', 'Heating', 'Internet', 'TV', 'Wireless Internet']",34
697,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'TV', 'Wireless Internet']",33
698,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",34
699,"['Essentials', 'Heating', 'Internet', 'TV', 'Washer', 'Wireless Internet']",33
700,"['Essentials', 'Heating', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",32
701,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",31
702,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",33
703,"['Dryer', 'Heating', 'Internet', 'TV', 'Washer', 'Wireless Internet']",32
704,"['Dryer', 'Heating', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",31
705,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",30
706,"['Heating', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",29
707,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",40
708,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",39
709,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",38
710,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",37
711,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",38
712,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",37
713,"['Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",36
714,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",36
715,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",35
716,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",34
717,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",37
718,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",36
719,"['Dryer', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",35
720,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",35
721,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",34
722,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",33
723,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",34
724,"['Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",33
725,"['Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",32
726,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",31
727,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",36
728,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",35
729,"['Dryer', 'Essentials', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",34
730,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",34
731,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",33
732,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",32
733,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",33
734,"['Essentials', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",32
735,"['Essentials', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",31
736,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",30
737,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",32
738,"['Dryer', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",31
739,"['Dryer', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",30
740,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",29
741,"['Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",28
742,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",35
743,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",34
744,"['Dryer', 'Essentials', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",33
745,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",33
746,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",32
747,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",31
748,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",32
749,"['Essentials', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",31
750,"['Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",30
751,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",29
752,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",31
753,"['Dryer', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",30
754,"['Dryer', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",29
755,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",28
