amenities_id,amenities_description,amenities_score
756,"['Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",27
757,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",30
758,"['Dryer', 'Essentials', 'Internet', 'TV', 'Washer', 'Wireless Internet']",29
759,"['Dryer', 'Essentials', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",28
760,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",27
761,"['Essentials', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",26
762,"['Dryer', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",25
763,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer']",39
764,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector']",38
765,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector']",37
766,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV']",36
767,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",37
768,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",36
769,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",35
770,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",35
771,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",34
772,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",33
773,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",36
774,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",35
775,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",34
776,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",34
777,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",33
778,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",32
779,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",33
780,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",32
781,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",31
782,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",30
783,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Washer']",35
784,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Washer']",34
785,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'TV', 'Washer']",33
786,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo']",33
787,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'TV']",32
788,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV']",31
789,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",32
790,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer']",31
791,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer']",30
792,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV']",29
793,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",31
794,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer']",30
795,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer']",29
796,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV']",28
797,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",27
798,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'Washer']",34
799,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer']",33
800,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'TV', 'Washer']",32
801,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector']",32
802,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV']",31
803,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV']",30
804,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",31
805,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer']",30
806,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",29
807,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",28
808,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",30
809,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer']",29
810,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",28
811,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",27
812,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",26
813,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Washer']",29
814,"['Dryer', 'Essentials', 'Heating', 'Internet', 'TV', 'Washer']",28
815,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'TV', 'Washer']",27
816,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'TV']",26
817,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer']",25
818,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer']",24
819,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",33
820,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",32
821,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",31
822,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",31
823,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",30
824,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",29
825,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",30
826,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",29
827,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",28
828,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",27
829,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",29
830,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",28
831,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",27
832,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",26
833,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",25
834,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",28
835,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'TV', 'Washer']",27
836,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'TV', 'Washer']",26
837,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV']",25
838,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",24
839,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",23
840,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",27
841,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'TV', 'Washer']",26
842,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",25
843,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",24
844,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",23
845,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",22
846,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'TV', 'Washer']",21
847,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",49
848,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Wireless Internet']",48
849,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",47
850,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",46
851,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",47
852,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",46
853,"['Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",45
854,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",45
855,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",44
856,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",43
857,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",46
858,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",45
859,"['Dryer', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",44
860,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",44
861,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",43
862,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",42
863,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",43
864,"['Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",42
865,"['Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",41
866,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",40
867,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Washer', 'Wireless Internet']",45
868,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",44
869,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",43
870,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Wireless Internet']",43
871,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Wireless Internet']",42
872,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",41
873,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",42
874,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",41
875,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",40
876,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",39
877,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",41
878,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",40
879,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",39
880,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",38
881,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",37
882,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'Washer', 'Wireless Internet']",44
883,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",43
884,"['Dryer', 'Essentials', 'Heating', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",42
885,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",42
886,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Wireless Internet']",41
887,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",40
888,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",41
889,"['Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",40
890,"['Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",39
891,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",38
892,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",40
893,"['Dryer', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",39
894,"['Dryer', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",38
895,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",37
896,"['Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",36
897,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Washer', 'Wireless Internet']",39
898,"['Dryer', 'Essentials', 'Heating', 'Internet', 'TV', 'Washer', 'Wireless Internet']",38
899,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",37
900,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Wireless Internet']",36
901,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",35
902,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",34
903,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",43
904,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",42
905,"['Dryer', 'Essentials', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",41
906,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",41
907,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",40
908,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",39
909,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",40
910,"['Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",39
911,"['Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",38
912,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",37
913,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",39
914,"['Dryer', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",38
915,"['Dryer', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",37
916,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",36
917,"['Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",35
918,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",38
919,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",37
920,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",36
921,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",35
922,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",34
923,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",33
924,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",37
925,"['Dryer', 'Essentials', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",36
926,"['Dryer', 'Essentials', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",35
927,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",34
928,"['Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",33
929,"['Dryer', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",32
930,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",31
931,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer']",42
932,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",41
933,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",40
934,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector']",40
935,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV']",39
936,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",38
937,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",39
938,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",38
939,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",37
940,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",36
941,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",38
942,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",37
943,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",36
944,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",35
945,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",34
946,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer']",37
947,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer']",36
948,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer']",35
949,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV']",34
950,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",33
951,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",32
952,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer']",36
953,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer']",35
954,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",34
955,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV']",33
956,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",32
957,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",31
958,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer']",30
959,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",35
960,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",34
961,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",33
962,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",32
963,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",31
964,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",30
965,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",29
966,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",28
967,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'Washer', 'Wireless Internet']",52
968,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",51
969,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",50
970,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Wireless Internet']",50
971,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Wireless Internet']",49
972,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",48
973,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",49
974,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",48
975,"['Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",47
976,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",46
977,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",48
978,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",47
979,"['Dryer', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",46
980,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",45
981,"['Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",44
982,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Washer', 'Wireless Internet']",47
983,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'TV', 'Washer', 'Wireless Internet']",46
984,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",45
985,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Wireless Internet']",44
986,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",43
987,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",42
988,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",46
989,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",45
990,"['Dryer', 'Essentials', 'Heating', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",44
991,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",43
992,"['Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",42
993,"['Dryer', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",41
994,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",40
995,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",45
996,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",44
997,"['Dryer', 'Essentials', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",43
998,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Wireless Internet']",42
999,"['Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",41
1000,"['Dryer', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",40
1001,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer', 'Wireless Internet']",39
1002,"['Dryer', 'Essentials', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer', 'Wireless Internet']",38
1003,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer']",44
1004,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Smoke Detector', 'TV', 'Washer']",43
1005,"['Dryer', 'Essentials', 'Heating', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",42
1006,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV']",41
1007,"['Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",40
1008,"['Dryer', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",39
1009,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'TV', 'Washer']",38
1010,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",37
1011,"['Dryer', 'Essentials', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'TV', 'Washer']",36
1012,"['Dryer', 'Essentials', 'Heating', 'Internet', 'Kitchen', 'Shampoo', 'Smoke Detector', 'Washer', 'Wireless Internet']",54
